CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
100844,666,Spain,Male,29,8,165400.59,1,1,0,49047.59,0
100845,697,Germany,Male,37,10,44232.8,2,1,0,69746.37,1
100846,677,Germany,Male,45,0,79463.56,1,0,0,147653.87,0
100847,850,France,Female,41,2,56801.72,2,1,1,30590.05,0
100848,589,France,Male,33,4,147053.71,2,1,1,165194.41,0
100849,600,Spain,Female,41,2,0.0,1,1,0,147997.78,0
100850,591,France,Male,46,3,74970.16,1,1,0,149977.23,0
100851,597,France,Male,19,2,69439.24,2,1,0,33544.65,0
100852,589,France,Male,51,3,47874.54,2,1,0,147785.7,1
100853,763,Spain,Female,36,0,183026.05,1,1,1,140766.35,0
100854,785,France,Female,43,7,20985.57,1,0,0,168720.66,1
100855,596,France,Male,51,3,123851.36,1,1,1,22695.25,0
100856,571,Germany,Female,25,6,98087.67,1,1,0,19275.47,0
100857,695,Spain,Male,32,1,154214.19,1,0,1,84006.31,0
100858,598,France,Female,36,1,34634.28,1,0,1,42525.83,0
100859,710,France,Female,31,5,30555.93,2,1,1,118301.13,0
100860,669,France,Male,56,1,143956.33,1,0,1,184709.55,0
100861,506,France,Male,30,5,102369.92,1,1,1,87423.75,0
100862,797,France,Male,33,10,0.0,1,0,1,171315.82,0
100863,821,Germany,Male,41,1,42563.09,2,1,1,15044.56,0
100864,592,Germany,Female,27,3,99955.72,2,1,1,46175.21,0
100865,613,Germany,Female,35,6,127941.38,1,1,1,20628.35,0
100866,677,France,Female,42,7,33887.7,1,1,1,75707.23,1
100867,682,Spain,Male,36,2,0.0,3,1,1,183015.08,0
100868,713,France,Male,38,8,108439.84,1,1,1,32936.14,0
100869,841,Spain,Female,34,1,340.12,1,0,0,127185.81,0
100870,633,Germany,Male,24,7,0.0,1,0,0,98526.75,0
100871,574,France,Female,42,7,0.0,1,0,0,188616.62,1
100872,519,Germany,Female,57,3,126466.81,1,1,1,37666.04,1
100873,581,France,Female,39,0,83974.28,2,0,1,54225.15,0
100874,647,Germany,Female,41,0,62009.3,2,0,0,20465.26,0
100875,820,France,Female,46,1,162119.51,1,1,1,95278.02,0
100876,601,France,Male,26,8,115514.13,2,1,1,66399.09,0
100877,671,Spain,Male,56,1,176210.6,1,1,0,175932.6,0
100878,648,France,Male,41,1,0.0,1,0,1,126914.05,0
100879,763,Spain,Female,55,5,73857.86,2,0,1,128606.79,1
100880,850,France,Female,32,6,0.0,2,1,0,113403.48,0
100881,600,Germany,Female,57,6,61778.3,1,0,1,31992.31,1
100882,604,Germany,Female,47,8,60585.82,1,1,1,97328.46,0
100883,749,Germany,Male,45,5,114850.05,2,1,0,199908.46,0
100884,715,France,Male,41,7,78824.96,2,1,0,169517.42,0
100885,825,France,Female,37,10,114651.24,2,0,1,180289.93,0
100886,705,France,Female,51,5,119613.29,1,1,0,167296.88,0
100887,616,France,Female,40,1,209605.58,1,1,0,34062.71,0
100888,706,Germany,Male,19,0,56451.61,1,1,0,57077.93,0
100889,755,Spain,Male,28,4,17656.59,1,1,1,15577.51,0
100890,728,Spain,Male,37,8,91257.18,2,0,1,71149.37,0
100891,698,Spain,Female,42,7,26258.64,1,0,1,35092.37,0
100892,751,Spain,Female,38,3,167881.57,1,1,0,102466.77,0
100893,761,Germany,Male,51,4,58440.48,2,1,1,140268.59,0
100894,781,France,Female,19,4,40934.27,1,1,0,176783.48,1
100895,712,Spain,Male,40,5,46778.43,1,1,0,153605.18,1
100896,634,Germany,Female,21,2,120541.88,2,1,0,188638.34,0
100897,664,Germany,Male,47,4,66219.69,2,1,0,24971.18,0
100898,765,France,Female,38,1,36216.66,2,1,1,17253.27,0
100899,572,France,Male,43,9,179251.82,1,0,1,137347.55,0
100900,685,France,Male,30,0,22917.47,2,1,0,68530.2,0
100901,613,Spain,Male,52,10,78205.1,2,0,1,61897.69,0
100902,653,Germany,Male,49,0,116442.98,1,1,1,76214.11,1
100903,771,France,Male,45,9,0.0,1,1,1,64912.27,0
100904,668,Spain,Male,38,6,105776.15,2,1,0,109615.74,0
100905,654,France,Female,45,1,10583.32,1,0,1,96427.46,0
100906,521,France,Female,32,3,127012.53,2,1,0,109799.28,0
100907,721,France,Female,48,4,16315.64,1,0,1,139452.02,0
100908,711,Germany,Male,55,6,118951.68,1,1,0,86619.14,1
100909,850,Spain,Male,50,1,144561.65,1,0,1,61491.92,1
100910,621,France,Female,32,5,129409.06,2,1,0,45747.1,0
100911,671,Spain,Male,43,0,91581.63,1,1,0,79652.71,0
100912,674,France,Male,26,6,61659.34,2,1,1,152234.2,0
100913,800,Spain,Male,45,8,40261.99,2,1,1,154990.41,0
100914,641,Spain,Male,44,4,167204.15,2,0,1,138377.5,0
100915,677,Spain,Male,20,4,32631.3,3,0,1,58295.21,0
100916,708,France,Female,27,3,11701.9,2,1,0,123795.96,0
100917,668,Spain,Female,36,2,117252.87,1,1,1,120577.59,0
100918,608,Germany,Female,36,8,26639.52,3,0,0,104589.25,0
100919,668,France,Female,27,4,17096.06,2,1,0,116746.11,0
100920,752,Spain,Female,43,7,0.0,1,1,1,105981.27,0
100921,552,France,Male,42,8,46059.59,1,0,1,119609.43,0
100922,663,Spain,Male,37,4,70871.67,2,0,1,147368.6,0
100923,583,France,Male,31,9,91071.69,1,0,1,35281.22,0
100924,764,Germany,Male,49,8,134980.99,2,1,1,153680.76,0
100925,505,Germany,Female,56,1,108667.67,1,1,0,40138.94,1
100926,597,France,Female,34,8,64165.92,1,1,0,27326.18,0
100927,686,France,Female,33,10,63711.87,2,1,1,195574.74,0
100928,799,France,Male,44,3,107629.76,1,0,0,192043.48,0
100929,644,France,Female,35,5,154899.35,1,1,0,26180.76,0
100930,597,France,Male,38,5,83831.48,2,1,0,97001.89,0
100931,829,Germany,Female,46,5,46913.89,1,0,1,49455.31,0
100932,512,France,Female,20,1,14442.31,2,1,0,104788.81,0
100933,441,France,Male,52,6,0.0,2,1,1,168582.79,0
100934,692,Germany,Male,40,5,117308.72,2,1,1,190863.18,0
100935,602,France,Female,35,10,111834.67,1,1,0,132336.74,0
100936,553,Spain,Female,38,0,111796.54,1,0,1,80472.55,0
100937,717,Spain,Male,39,1,68023.11,2,0,1,126615.23,0
100938,673,Germany,Female,22,6,163229.95,2,1,1,72720.24,0
100939,596,Germany,Female,54,0,45984.65,2,0,1,183317.37,0
100940,528,Spain,Male,39,0,135226.69,2,1,0,176024.09,0
100941,733,France,Female,43,0,73597.94,1,1,1,118272.87,0
100942,712,France,Male,49,7,38282.25,1,1,0,75087.8,1
100943,641,France,Female,29,3,112736.88,1,1,1,69277.09,1
100944,825,Spain,Male,44,3,101397.44,1,1,1,21182.33,0
100945,548,France,Female,36,1,98132.31,1,1,1,165926.86,0
100946,505,Germany,Male,47,10,81039.26,2,1,0,98320.89,0
100947,584,Spain,Female,18,10,73650.63,1,0,0,75149.59,0
100948,646,Spain,Male,38,10,224079.06,1,0,0,102155.42,0
100949,673,Germany,Female,33,0,149423.91,1,1,0,166466.53,0
100950,627,France,Female,43,9,120815.27,2,0,0,38053.63,0
100951,683,Spain,Female,44,8,82931.55,2,0,1,173666.36,0
100952,531,Germany,Female,32,6,138443.75,2,0,0,181039.13,0
100953,787,France,Female,32,3,108115.68,2,1,1,190140.96,0
100954,642,France,Female,38,5,77624.69,1,1,0,88535.28,0
100955,756,Spain,Female,30,1,57179.01,2,0,1,55170.97,0
100956,683,Germany,Female,47,6,70983.13,1,1,1,84123.55,0
100957,693,Spain,Female,35,1,0.0,1,1,1,76588.74,0
100958,704,Spain,Male,18,9,89057.25,2,0,1,47588.47,0
100959,693,Germany,Male,35,7,45714.48,2,1,0,127344.33,0
100960,711,Germany,Female,29,7,174745.54,1,1,1,103175.47,1
100961,776,France,Male,23,0,77199.33,1,1,0,175154.68,0
100962,669,France,Female,27,7,2284.27,2,1,0,20940.27,0
100963,717,France,Female,40,1,72907.43,1,0,1,134115.57,0
100964,641,Spain,Male,52,5,11140.49,1,1,0,156145.54,0
100965,787,Germany,Female,42,0,105351.26,1,0,1,155505.02,0
100966,586,Spain,Female,33,4,94038.74,1,1,0,178923.68,0
100967,821,France,Male,44,10,135386.06,2,1,0,149871.24,0
100968,646,Germany,Male,34,6,26965.33,1,1,0,186644.86,0
100969,514,Germany,Female,32,9,78108.5,1,0,0,76541.47,0
100970,662,Germany,Male,27,0,0.0,2,1,0,108093.74,0
100971,585,Germany,Male,21,1,119492.68,2,1,0,17604.74,0
100972,730,France,Female,35,6,108170.01,1,1,0,16287.15,0
100973,588,Germany,Male,41,5,106739.91,1,1,1,59423.42,0
100974,608,France,Male,38,2,76100.38,1,1,0,33649.33,0
100975,470,France,Female,35,9,101715.92,2,1,1,63139.1,0
100976,607,France,Male,30,1,175469.02,2,1,0,47753.01,0
100977,420,Germany,Male,45,9,58324.16,2,1,1,20276.2,1
100978,500,Spain,Female,26,3,84596.0,3,1,0,183221.27,0
100979,722,Germany,Female,47,2,8660.17,2,1,0,16521.28,0
100980,725,Germany,Female,29,6,22167.82,2,0,1,151175.2,0
100981,690,Germany,Male,31,7,82064.42,1,1,0,43147.36,0
100982,558,Germany,Female,24,1,144443.88,1,1,1,183762.48,0
100983,645,France,Female,34,9,60110.59,3,0,0,180167.25,0
100984,650,France,Male,49,6,61373.18,1,1,1,135971.71,0
100985,540,France,Female,44,7,50773.11,1,1,0,139363.32,1
100986,793,France,Female,49,5,42845.09,2,1,0,15987.74,0
100987,733,France,Female,44,5,94288.23,1,1,1,197201.24,1
100988,629,France,Female,28,9,0.0,2,0,0,177399.03,0
100989,653,France,Male,36,0,155418.25,2,0,1,180594.65,0
100990,670,Spain,Female,31,3,34743.82,1,1,0,136960.24,0
100991,456,France,Female,52,0,120758.02,2,0,1,78785.58,0
100992,627,France,Male,27,3,0.0,1,0,0,180325.0,0
100993,585,France,Female,48,1,117468.09,1,1,1,68930.63,0
100994,555,Germany,Male,48,10,117660.57,2,1,1,119101.64,0
100995,623,France,Male,57,4,99820.53,2,1,0,33450.23,0
100996,821,France,Male,35,9,14345.43,2,1,0,185561.79,0
100997,711,Germany,Female,46,8,91471.99,1,0,0,41042.53,0
100998,596,France,Male,62,10,2650.52,2,0,1,56605.91,0
100999,704,France,Male,33,9,60328.68,1,1,0,118254.82,0
